order_id,order_date,customer_id,segment,category,sub_category,city,state,region,sales,quantity,discount,profit
ORD01093,2023-04-08,CUST7979,Corporate,Furniture,Furnishings,Lucknow,Uttar Pradesh,Central,5397.99,1,0.09,1245.69
ORD00454,2023-04-09,CUST8635,Corporate,Technology,Phones,Mumbai,Maharashtra,West,11550.86,1,0.11,3114.84
ORD00426,2023-04-09,CUST9951,Corporate,Office Supplies,Storage,Margao,Goa,West,606.37,2,0.15,178.35
ORD00590,2023-04-09,CUST2679,Corporate,Technology,Machines,Pune,Maharashtra,West,29472.4,3,0.15,6934.69
ORD00221,2023-04-09,CUST9410,Corporate,Furniture,Tables,Siliguri,West Bengal,East,27786.29,3,0.02,7938.94
ORD00287,2023-04-09,CUST5038,Consumer,Office Supplies,Storage,Noida,Uttar Pradesh,Central,1023.96,2,0.17,283.75
ORD00108,2023-04-09,CUST7818,Consumer,Furniture,Chairs,Bhopal,Madhya Pradesh,Central,23460.3,3,0.09,5413.92
ORD00280,2023-04-09,CUST7035,Consumer,Technology,Machines,Warangal,Telangana,South,11698.65,1,0.09,3342.47
ORD00237,2023-04-09,CUST6438,Consumer,Office Supplies,Binders,Udaipur,Rajasthan,West,2799.93,5,0.04,1049.97
ORD00014,2023-04-10,CUST9830,Consumer,Office Supplies,Art,Jaipur,Rajasthan,West,470.06,1,0.05,173.18
ORD00384,2023-04-10,CUST4798,Corporate,Technology,Accessories,Noida,Uttar Pradesh,Central,28782.17,2,0.08,8446.94
ORD01126,2023-04-12,CUST6959,Home Office,Technology,Copiers,Bengaluru,Karnataka,South,55044.25,5,0.16,12450.49
ORD00631,2023-04-13,CUST4387,Consumer,Furniture,Bookcases,Raipur,Chhattisgarh,Central,9526.63,1,0.05,2507.01
ORD00337,2023-04-13,CUST6126,Corporate,Office Supplies,Binders,Hyderabad,Telangana,South,603.18,1,0.14,182.36
ORD00001,2023-04-13,CUST3286,Consumer,Technology,Phones,Patna,Bihar,East,15341.8,1,0.08,4502.49
ORD00303,2023-04-14,CUST6301,Corporate,Furniture,Furnishings,Kolkata,West Bengal,East,7494.17,1,0.11,1599.88
ORD00848,2023-04-14,CUST2781,Home Office,Office Supplies,Paper,Raipur,Chhattisgarh,Central,1293.5,2,0.02,501.56
ORD00231,2023-04-14,CUST1713,Corporate,Technology,Machines,New Delhi,Delhi,East,12358.12,1,0.05,3902.56
ORD00589,2023-04-15,CUST2016,Consumer,Office Supplies,Paper,Noida,Uttar Pradesh,Central,1045.65,2,0.2,261.42
ORD00063,2023-04-16,CUST7888,Consumer,Office Supplies,Art,Lucknow,Uttar Pradesh,Central,507.5,1,0.24,106.84
ORD00343,2023-04-16,CUST9285,Consumer,Furniture,Chairs,Kolkata,West Bengal,East,11660.48,2,0.17,1826.34
ORD00906,2023-04-16,CUST2979,Corporate,Furniture,Chairs,Warangal,Telangana,South,8116.32,1,0.07,2007.26
ORD00644,2023-04-16,CUST2127,Home Office,Technology,Machines,Udaipur,Rajasthan,West,12194.15,1,0.18,2528.05
ORD00004,2023-04-17,CUST5552,Corporate,Technology,Machines,Siliguri,West Bengal,East,59338.81,6,0.05,18738.57
ORD00692,2023-04-17,CUST9363,Corporate,Technology,Accessories,Udaipur,Rajasthan,West,11947.83,1,0.05,3773.0
ORD01188,2023-04-18,CUST5253,Consumer,Technology,Accessories,Kolkata,West Bengal,East,18470.87,2,0.24,2673.42
ORD01122,2023-04-18,CUST1764,Corporate,Furniture,Chairs,Warangal,Telangana,South,12903.15,2,0.16,2150.52
ORD01057,2023-04-19,CUST3131,Home Office,Office Supplies,Binders,Kolkata,West Bengal,East,593.36,1,0.09,202.13
ORD00736,2023-04-19,CUST2617,Consumer,Furniture,Bookcases,Pune,Maharashtra,West,5757.16,1,0.21,655.88
ORD00464,2023-04-19,CUST5505,Consumer,Office Supplies,Art,Jaipur,Rajasthan,West,441.47,1,0.05,162.64
ORD00660,2023-04-21,CUST1618,Consumer,Furniture,Bookcases,Indore,Madhya Pradesh,Central,32098.05,4,0.04,8693.22
ORD00738,2023-04-21,CUST8668,Consumer,Technology,Phones,Siliguri,West Bengal,East,12987.66,1,0.22,2164.61
ORD00740,2023-04-21,CUST2153,Home Office,Technology,Phones,Lucknow,Uttar Pradesh,Central,10415.53,1,0.1,2893.2
ORD00234,2023-04-22,CUST3986,Home Office,Technology,Machines,Margao,Goa,West,10308.91,1,0.16,2331.77
ORD01089,2023-04-23,CUST7592,Corporate,Office Supplies,Binders,Kolkata,West Bengal,East,535.09,1,0.12,170.26
ORD00170,2023-04-23,CUST2786,Home Office,Technology,Phones,Thiruvananthapuram,Kerala,South,11286.25,1,0.1,3135.07
ORD00789,2023-04-23,CUST7633,Corporate,Office Supplies,Art,Raipur,Chhattisgarh,Central,455.84,1,0.14,137.81
ORD00168,2023-04-23,CUST1258,Corporate,Furniture,Bookcases,Gwalior,Madhya Pradesh,Central,62727.4,9,0.19,8518.53
ORD00978,2023-04-23,CUST3219,Home Office,Technology,Phones,Udaipur,Rajasthan,West,10199.41,1,0.06,3146.63
ORD00160,2023-04-23,CUST9850,Corporate,Furniture,Chairs,Margao,Goa,West,56440.61,8,0.04,15286.0
ORD00979,2023-04-24,CUST6832,Corporate,Office Supplies,Paper,Gaya,Bihar,East,499.45,1,0.1,166.49
ORD00414,2023-04-25,CUST8032,Consumer,Furniture,Furnishings,Kanpur,Uttar Pradesh,Central,12611.76,2,0.11,2692.39
ORD01042,2023-04-25,CUST9196,Consumer,Office Supplies,Binders,Chennai,Tamil Nadu,South,1076.43,2,0.09,366.7
ORD00288,2023-04-26,CUST4396,Home Office,Office Supplies,Storage,Udaipur,Rajasthan,West,622.21,1,0.1,207.4
ORD00525,2023-04-27,CUST5631,Home Office,Office Supplies,Art,New Delhi,Delhi,East,437.85,1,0.22,101.04
ORD00348,2023-04-27,CUST2320,Corporate,Office Supplies,Art,Chennai,Tamil Nadu,South,1105.84,3,0.41,-18.75
ORD00927,2023-04-27,CUST3568,Home Office,Office Supplies,Paper,Indore,Madhya Pradesh,Central,576.57,1,0.18,154.69
ORD00774,2023-04-28,CUST9027,Corporate,Technology,Phones,Siliguri,West Bengal,East,9539.92,1,0.11,2572.56
ORD00618,2023-04-28,CUST8982,Home Office,Office Supplies,Binders,Bhopal,Madhya Pradesh,Central,2068.86,3,0.08,719.6
ORD00786,2023-04-28,CUST8763,Corporate,Furniture,Furnishings,Indore,Madhya Pradesh,Central,8220.2,1,0.07,2032.96
ORD00873,2023-04-28,CUST8211,Consumer,Furniture,Chairs,Thiruvananthapuram,Kerala,South,25155.11,3,0.15,4439.13
ORD00354,2023-04-28,CUST3292,Home Office,Technology,Accessories,Warangal,Telangana,South,32289.0,3,0.19,6378.07
ORD00578,2023-04-29,CUST4532,Corporate,Furniture,Tables,Ahmedabad,Gujarat,West,19882.41,3,0.17,3114.12
ORD01027,2023-04-29,CUST4507,Home Office,Office Supplies,Art,Panaji,Goa,West,602.69,1,0.1,200.9
ORD00344,2023-04-30,CUST1108,Consumer,Office Supplies,Storage,Cuttack,Odisha,East,1246.07,2,0.13,386.71
ORD01007,2023-04-30,CUST7626,Home Office,Office Supplies,Storage,Warangal,Telangana,South,1234.87,3,0.3,176.41
ORD00227,2023-04-30,CUST5934,Consumer,Furniture,Chairs,Mysuru,Karnataka,South,9190.84,1,0.06,2346.6
ORD00687,2023-05-01,CUST9470,Consumer,Office Supplies,Binders,Margao,Goa,West,946.32,2,0.23,208.93
ORD00007,2023-05-02,CUST4150,Home Office,Furniture,Furnishings,Gaya,Bihar,East,7363.56,1,0.14,1369.97
ORD00556,2023-05-02,CUST4787,Home Office,Furniture,Bookcases,New Delhi,Delhi,East,13347.18,2,0.17,2090.52
ORD00184,2023-05-03,CUST7566,Home Office,Office Supplies,Storage,Kolkata,West Bengal,East,3758.09,8,0.09,1280.23
ORD00192,2023-05-04,CUST3116,Consumer,Office Supplies,Binders,Cuttack,Odisha,East,2022.28,4,0.22,466.68
ORD00325,2023-05-05,CUST9540,Home Office,Technology,Machines,Jaipur,Rajasthan,West,9573.16,1,0.1,2659.21
ORD00726,2023-05-06,CUST6189,Consumer,Technology,Accessories,Siliguri,West Bengal,East,46580.95,4,0.14,11374.42
ORD00508,2023-05-06,CUST5327,Corporate,Furniture,Bookcases,Noida,Uttar Pradesh,Central,6597.82,1,0.15,1164.32
ORD00658,2023-05-06,CUST1852,Home Office,Technology,Copiers,Kanpur,Uttar Pradesh,Central,12499.21,1,0.08,3668.25
ORD00905,2023-05-07,CUST4613,Corporate,Office Supplies,Paper,New Delhi,Delhi,East,357.2,1,0.09,121.69
ORD00349,2023-05-07,CUST8798,Corporate,Technology,Phones,Cuttack,Odisha,East,60847.08,6,0.13,15386.62
ORD00294,2023-05-08,CUST8739,Corporate,Furniture,Chairs,New Delhi,Delhi,East,6680.98,1,0.13,1305.48
ORD01060,2023-05-08,CUST1376,Consumer,Office Supplies,Paper,Kochi,Kerala,South,434.37,1,0.12,138.21
ORD01041,2023-05-08,CUST7668,Consumer,Furniture,Bookcases,Noida,Uttar Pradesh,Central,16697.61,2,0.09,3853.29
ORD00087,2023-05-09,CUST2876,Consumer,Technology,Accessories,Warangal,Telangana,South,8633.37,1,0.01,2965.0
ORD00177,2023-05-10,CUST2099,Corporate,Office Supplies,Storage,Gwalior,Madhya Pradesh,Central,952.15,2,0.12,302.96
ORD01080,2023-05-10,CUST2533,Corporate,Office Supplies,Art,Kolkata,West Bengal,East,1155.62,2,0.13,358.64
ORD00883,2023-05-10,CUST4552,Home Office,Furniture,Bookcases,New Delhi,Delhi,East,33194.09,5,0.09,7660.18
ORD01119,2023-05-11,CUST1770,Consumer,Furniture,Furnishings,Hyderabad,Telangana,South,6588.05,1,0.01,1929.83
ORD00223,2023-05-11,CUST2337,Corporate,Office Supplies,Binders,Hyderabad,Telangana,South,1279.56,2,0.19,331.74
ORD01174,2023-05-11,CUST5110,Corporate,Technology,Accessories,New Delhi,Delhi,East,9943.48,1,0.15,2339.64
ORD00038,2023-05-11,CUST4044,Consumer,Technology,Copiers,Nagpur,Maharashtra,West,11194.93,1,0.15,2634.1
ORD00015,2023-05-11,CUST9348,Consumer,Office Supplies,Art,Hyderabad,Telangana,South,1977.77,4,0.09,673.75
ORD00498,2023-05-12,CUST8303,Consumer,Office Supplies,Paper,Bhilai,Chhattisgarh,Central,3803.81,6,0.07,1349.74
ORD00834,2023-05-12,CUST6549,Corporate,Technology,Machines,Ahmedabad,Gujarat,West,11446.96,1,0.14,2795.19
ORD00469,2023-05-13,CUST6224,Consumer,Office Supplies,Storage,Hyderabad,Telangana,South,1673.86,3,0.15,492.31
ORD00904,2023-05-13,CUST2594,Corporate,Furniture,Chairs,Kolkata,West Bengal,East,7549.97,1,0.06,1927.65
ORD00647,2023-05-13,CUST9835,Home Office,Technology,Phones,Bhubaneswar,Odisha,East,43617.14,5,0.18,9042.58
ORD00526,2023-05-14,CUST6327,Corporate,Office Supplies,Binders,Mysuru,Karnataka,South,598.18,1,0.1,199.39
ORD00892,2023-05-14,CUST6403,Consumer,Technology,Phones,Cuttack,Odisha,East,48780.62,4,0.1,13550.17
ORD00101,2023-05-15,CUST4155,Home Office,Office Supplies,Storage,Bhopal,Madhya Pradesh,Central,1110.12,2,0.18,297.84
ORD00247,2023-05-15,CUST5566,Home Office,Technology,Accessories,Bhilai,Chhattisgarh,Central,11299.68,1,0.02,3805.0
ORD00762,2023-05-17,CUST6706,Corporate,Office Supplies,Binders,Cuttack,Odisha,East,492.67,1,0.18,132.18
ORD00817,2023-05-17,CUST6536,Corporate,Office Supplies,Art,Kolkata,West Bengal,East,1178.8,3,0.08,410.02
ORD00923,2023-05-17,CUST3374,Corporate,Furniture,Bookcases,Kochi,Kerala,South,7855.27,1,0.05,2067.18
ORD01159,2023-05-17,CUST9877,Home Office,Technology,Machines,New Delhi,Delhi,East,22595.64,2,0.11,6093.2
ORD00648,2023-05-18,CUST9680,Home Office,Furniture,Furnishings,Hyderabad,Telangana,South,27151.62,4,0.14,5051.46
ORD00090,2023-05-19,CUST7071,Home Office,Technology,Phones,Gaya,Bihar,East,10214.13,1,0.11,2754.37
ORD00796,2023-05-19,CUST5097,Consumer,Furniture,Chairs,Coimbatore,Tamil Nadu,South,7630.38,1,0.1,1695.64
ORD00790,2023-05-20,CUST2791,Home Office,Furniture,Furnishings,Raipur,Chhattisgarh,Central,44158.46,6,0.13,8628.66
ORD00899,2023-05-21,CUST4907,Home Office,Furniture,Bookcases,Nagpur,Maharashtra,West,6832.3,1,0.03,1901.77
ORD01195,2023-05-21,CUST2029,Corporate,Furniture,Chairs,Surat,Gujarat,West,8030.43,1,0.07,1986.02
ORD00959,2023-05-21,CUST9948,Home Office,Furniture,Furnishings,Bhopal,Madhya Pradesh,Central,8199.1,1,0.06,2093.39
ORD00319,2023-05-23,CUST8585,Corporate,Office Supplies,Paper,Mumbai,Maharashtra,West,563.84,1,0.09,192.08
ORD00543,2023-05-23,CUST9246,Corporate,Furniture,Tables,Bhopal,Madhya Pradesh,Central,20295.45,3,0.11,4332.74
ORD00844,2023-05-23,CUST4992,Home Office,Office Supplies,Art,Kochi,Kerala,South,597.39,1,0.14,180.61
ORD00452,2023-05-24,CUST6345,Home Office,Furniture,Tables,Bhilai,Chhattisgarh,Central,24617.97,3,0.02,7033.71
ORD00210,2023-05-24,CUST3317,Home Office,Office Supplies,Storage,Jaipur,Rajasthan,West,463.92,1,0.06,167.8
ORD00190,2023-05-24,CUST1897,Corporate,Office Supplies,Art,Bhopal,Madhya Pradesh,Central,399.22,1,0.27,71.09
ORD00461,2023-05-24,CUST4239,Consumer,Office Supplies,Binders,Bhopal,Madhya Pradesh,Central,1370.53,2,0.05,504.93
ORD00969,2023-05-24,CUST4404,Consumer,Furniture,Furnishings,Chennai,Tamil Nadu,South,7888.1,1,0.06,2013.98
ORD00728,2023-05-25,CUST8168,Home Office,Office Supplies,Paper,Indore,Madhya Pradesh,Central,565.02,1,0.09,192.48
ORD00601,2023-05-25,CUST4994,Consumer,Office Supplies,Binders,Gaya,Bihar,East,473.0,1,0.12,150.5
ORD00564,2023-05-25,CUST8220,Corporate,Technology,Accessories,Kochi,Kerala,South,12015.05,1,0.03,3963.73
ORD00845,2023-05-25,CUST4411,Corporate,Technology,Accessories,Kochi,Kerala,South,9391.75,1,0.13,2374.93
ORD00737,2023-05-26,CUST4616,Corporate,Furniture,Furnishings,Hyderabad,Telangana,South,6948.12,1,0.11,1483.31
ORD01059,2023-05-26,CUST7791,Consumer,Office Supplies,Paper,Raipur,Chhattisgarh,Central,1705.96,3,0.04,639.74
ORD00581,2023-05-26,CUST3103,Home Office,Technology,Copiers,Chennai,Tamil Nadu,South,39189.08,3,0.1,10885.85
ORD01018,2023-05-27,CUST1739,Consumer,Technology,Machines,Raipur,Chhattisgarh,Central,19341.72,3,0.24,2799.46
ORD00200,2023-05-27,CUST2234,Consumer,Furniture,Tables,Vadodara,Gujarat,West,9742.82,2,0.1,2165.07
ORD00201,2023-05-28,CUST6179,Home Office,Furniture,Furnishings,Thiruvananthapuram,Kerala,South,6613.15,1,0.12,1352.69
ORD00952,2023-05-28,CUST3813,Corporate,Technology,Copiers,Hyderabad,Telangana,South,48192.23,4,0.05,15218.6
ORD01100,2023-05-28,CUST8454,Home Office,Furniture,Bookcases,Warangal,Telangana,South,19304.91,2,0.05,5080.24
ORD00530,2023-05-29,CUST9759,Home Office,Technology,Phones,Jaipur,Rajasthan,West,13485.84,1,0.02,4541.15
ORD01085,2023-05-29,CUST1718,Corporate,Office Supplies,Art,Hyderabad,Telangana,South,1203.81,2,0.06,435.42
ORD00326,2023-05-30,CUST3869,Home Office,Furniture,Furnishings,Raipur,Chhattisgarh,Central,45408.42,5,0.06,11593.64
ORD00460,2023-05-31,CUST7563,Consumer,Furniture,Bookcases,Kolkata,West Bengal,East,7705.14,1,0.16,1284.19
ORD01016,2023-05-31,CUST3560,Home Office,Office Supplies,Binders,Thiruvananthapuram,Kerala,South,547.63,1,0.07,194.32
ORD00206,2023-05-31,CUST6626,Consumer,Office Supplies,Art,Pune,Maharashtra,West,3744.86,10,0.05,1379.69
ORD01171,2023-06-01,CUST7664,Corporate,Furniture,Tables,Kolkata,West Bengal,East,7739.43,1,0.23,703.58
ORD00225,2023-06-01,CUST3273,Home Office,Furniture,Chairs,Gaya,Bihar,East,6055.41,1,0.21,689.86
ORD01066,2023-06-02,CUST5289,Corporate,Office Supplies,Paper,Chennai,Tamil Nadu,South,524.62,1,0.05,193.28
ORD00238,2023-06-02,CUST8204,Home Office,Office Supplies,Binders,Bhilai,Chhattisgarh,Central,507.69,1,0.15,149.32
ORD00615,2023-06-03,CUST6633,Home Office,Technology,Phones,Gwalior,Madhya Pradesh,Central,8253.01,1,0.29,697.43
ORD00364,2023-06-03,CUST5405,Consumer,Furniture,Chairs,Panaji,Goa,West,7875.71,1,0.06,2010.82
ORD01108,2023-06-03,CUST3497,Consumer,Furniture,Furnishings,Bengaluru,Karnataka,South,4067.39,1,0.3,0.0
ORD00300,2023-06-04,CUST2845,Consumer,Technology,Copiers,Margao,Goa,West,50177.9,5,0.02,16896.64
ORD00947,2023-06-05,CUST2835,Corporate,Furniture,Tables,New Delhi,Delhi,East,22879.04,4,0.11,4884.29
ORD00082,2023-06-06,CUST6363,Corporate,Furniture,Furnishings,Pune,Maharashtra,West,5736.29,1,0.04,1553.58
ORD00880,2023-06-06,CUST9972,Corporate,Office Supplies,Paper,Jaipur,Rajasthan,West,3118.88,4,0.02,1209.36
ORD00878,2023-06-06,CUST5466,Home Office,Technology,Phones,Gaya,Bihar,East,57103.59,5,0.08,16758.67
ORD00862,2023-06-06,CUST7038,Home Office,Technology,Machines,New Delhi,Delhi,East,7027.11,1,0.17,1523.95
ORD00275,2023-06-07,CUST2946,Home Office,Technology,Copiers,Kanpur,Uttar Pradesh,Central,13002.23,1,0.04,4198.63
ORD01039,2023-06-07,CUST1477,Consumer,Office Supplies,Binders,Surat,Gujarat,West,1011.85,2,0.05,372.78
ORD01170,2023-06-08,CUST4829,Corporate,Technology,Copiers,Bhubaneswar,Odisha,East,9256.32,1,0.19,1828.41
ORD00874,2023-06-08,CUST5331,Home Office,Technology,Accessories,Jaipur,Rajasthan,West,12718.12,1,0.14,3105.59
ORD00394,2023-06-09,CUST1157,Corporate,Furniture,Chairs,Raipur,Chhattisgarh,Central,7111.51,1,0.05,1871.45
ORD00131,2023-06-09,CUST5891,Home Office,Office Supplies,Storage,Indore,Madhya Pradesh,Central,469.12,1,0.1,156.37
ORD00218,2023-06-09,CUST8218,Corporate,Furniture,Chairs,Raipur,Chhattisgarh,Central,7830.91,1,0.02,2237.4
ORD00241,2023-06-10,CUST5843,Corporate,Technology,Machines,Bhopal,Madhya Pradesh,Central,11024.04,1,0.1,3062.23
ORD00943,2023-06-10,CUST7929,Home Office,Technology,Accessories,Bhilai,Chhattisgarh,Central,10602.07,1,0.12,2770.99
ORD00291,2023-06-10,CUST5201,Home Office,Furniture,Tables,Gaya,Bihar,East,7242.68,1,0.06,1849.19
ORD01184,2023-06-10,CUST6862,Home Office,Office Supplies,Binders,Pune,Maharashtra,West,635.86,1,0.19,164.85
ORD00023,2023-06-10,CUST9645,Corporate,Furniture,Chairs,Panaji,Goa,West,6007.67,1,0.08,1436.62
ORD00067,2023-06-11,CUST4262,Consumer,Technology,Machines,Siliguri,West Bengal,East,9476.97,1,0.23,1476.93
ORD00984,2023-06-11,CUST9612,Home Office,Furniture,Chairs,Ahmedabad,Gujarat,West,18569.53,4,0.31,-269.12
ORD00470,2023-06-12,CUST9674,Corporate,Technology,Accessories,Patna,Bihar,East,21404.66,3,0.24,3098.04
ORD00240,2023-06-12,CUST3956,Home Office,Office Supplies,Binders,Mysuru,Karnataka,South,1193.16,2,0.18,320.12
ORD01011,2023-06-14,CUST4308,Corporate,Furniture,Tables,New Delhi,Delhi,East,5529.72,1,0.2,691.21
ORD00487,2023-06-14,CUST6754,Corporate,Technology,Copiers,Margao,Goa,West,11498.42,1,0.1,3194.01
ORD00828,2023-06-14,CUST6095,Consumer,Furniture,Bookcases,Kochi,Kerala,South,7199.58,1,0.03,2004.01
ORD00640,2023-06-15,CUST9399,Consumer,Furniture,Chairs,Kolkata,West Bengal,East,11587.83,2,0.05,3049.43
ORD00504,2023-06-16,CUST8133,Consumer,Furniture,Chairs,Pune,Maharashtra,West,6142.15,1,0.06,1568.21
ORD00041,2023-06-16,CUST5915,Consumer,Technology,Machines,Udaipur,Rajasthan,West,9037.78,1,0.15,2126.53
ORD01073,2023-06-17,CUST9690,Home Office,Office Supplies,Art,Pune,Maharashtra,West,3801.04,6,0.07,1348.76
ORD00481,2023-06-17,CUST3911,Consumer,Furniture,Chairs,Warangal,Telangana,South,6907.38,1,0.2,863.42
ORD00803,2023-06-17,CUST2300,Corporate,Furniture,Chairs,Thiruvananthapuram,Kerala,South,6486.51,1,0.1,1441.45
ORD00402,2023-06-17,CUST9827,Home Office,Furniture,Chairs,Gaya,Bihar,East,22768.73,4,0.26,1230.74
ORD01191,2023-06-19,CUST9491,Home Office,Office Supplies,Art,Hyderabad,Telangana,South,2345.08,5,0.06,848.22
ORD00482,2023-06-19,CUST6213,Home Office,Technology,Phones,Bengaluru,Karnataka,South,8507.25,1,0.09,2430.64
ORD00127,2023-06-20,CUST7684,Home Office,Technology,Accessories,Lucknow,Uttar Pradesh,Central,10141.75,1,0.03,3345.73
ORD01175,2023-06-20,CUST9361,Home Office,Technology,Copiers,Lucknow,Uttar Pradesh,Central,23485.92,2,0.08,6892.6
ORD00273,2023-06-21,CUST7563,Consumer,Furniture,Tables,Bhilai,Chhattisgarh,Central,6538.35,1,0.05,1720.61
ORD00801,2023-06-21,CUST5146,Consumer,Office Supplies,Paper,Kolkata,West Bengal,East,584.39,1,0.12,185.94
ORD01123,2023-06-21,CUST8173,Consumer,Technology,Machines,Nagpur,Maharashtra,West,7997.82,1,0.2,1499.59
ORD00529,2023-06-22,CUST7361,Corporate,Technology,Copiers,Bhilai,Chhattisgarh,Central,64915.05,6,0.09,18547.15
ORD00782,2023-06-22,CUST7737,Corporate,Furniture,Tables,Pune,Maharashtra,West,7846.36,1,0.18,1148.25
ORD00510,2023-06-22,CUST4892,Home Office,Furniture,Furnishings,Cuttack,Odisha,East,8840.4,1,0.02,2525.83
ORD00480,2023-06-23,CUST6846,Home Office,Technology,Copiers,Gwalior,Madhya Pradesh,Central,9460.94,1,0.33,282.41
ORD00975,2023-06-24,CUST5541,Consumer,Office Supplies,Paper,Chennai,Tamil Nadu,South,566.6,1,0.04,212.48
ORD00306,2023-06-25,CUST9233,Corporate,Furniture,Bookcases,Hyderabad,Telangana,South,27055.76,4,0.01,7925.43
ORD00944,2023-06-26,CUST8966,Corporate,Office Supplies,Binders,Gaya,Bihar,East,1945.77,3,0.04,729.66
ORD00441,2023-06-26,CUST6241,Corporate,Technology,Copiers,Jaipur,Rajasthan,West,7971.71,1,0.34,120.78
ORD00584,2023-06-26,CUST4560,Home Office,Office Supplies,Storage,Kanpur,Uttar Pradesh,Central,653.6,1,0.04,245.1
ORD00560,2023-06-27,CUST2865,Consumer,Office Supplies,Storage,Gaya,Bihar,East,539.8,1,0.11,175.89
ORD00989,2023-06-27,CUST8934,Consumer,Furniture,Bookcases,Bengaluru,Karnataka,South,7002.71,1,0.01,2051.3
ORD00938,2023-06-28,CUST4393,Home Office,Office Supplies,Art,Kanpur,Uttar Pradesh,Central,1750.2,3,0.11,570.29
ORD00853,2023-06-28,CUST9992,Corporate,Technology,Copiers,Jaipur,Rajasthan,West,10716.84,1,0.04,3460.65
ORD00385,2023-06-29,CUST4232,Consumer,Office Supplies,Paper,Margao,Goa,West,856.26,2,0.24,180.27
ORD00941,2023-06-29,CUST4354,Home Office,Office Supplies,Storage,Nagpur,Maharashtra,West,2118.54,4,0.16,605.3
ORD00286,2023-06-30,CUST9734,Corporate,Technology,Copiers,Hyderabad,Telangana,South,13018.99,1,0.15,3063.29
ORD00917,2023-07-01,CUST1706,Consumer,Furniture,Chairs,Kochi,Kerala,South,6017.7,1,0.1,1337.26
ORD01012,2023-07-01,CUST9955,Home Office,Office Supplies,Art,Warangal,Telangana,South,486.19,1,0.12,154.7
ORD00939,2023-07-01,CUST6963,Home Office,Technology,Phones,Lucknow,Uttar Pradesh,Central,10698.73,1,0.07,3221.12
ORD00503,2023-07-01,CUST3738,Consumer,Technology,Phones,Pune,Maharashtra,West,23976.35,2,0.09,6850.38
ORD01176,2023-07-02,CUST7476,Consumer,Office Supplies,Binders,Pune,Maharashtra,West,628.85,1,0.04,235.82
ORD00661,2023-07-02,CUST9099,Consumer,Technology,Copiers,Hyderabad,Telangana,South,8615.9,1,0.11,2323.39
ORD00649,2023-07-03,CUST2600,Home Office,Office Supplies,Paper,Thiruvananthapuram,Kerala,South,1056.71,2,0.12,336.22
ORD00183,2023-07-03,CUST6062,Home Office,Technology,Machines,Siliguri,West Bengal,East,12244.44,1,0.08,3593.48
ORD00466,2023-07-05,CUST2437,Consumer,Technology,Machines,Thiruvananthapuram,Kerala,South,10651.03,1,0.09,3043.15
ORD01090,2023-07-06,CUST6080,Corporate,Office Supplies,Paper,Gaya,Bihar,East,603.39,1,0.09,205.55
ORD00193,2023-07-06,CUST1693,Home Office,Office Supplies,Paper,Indore,Madhya Pradesh,Central,414.11,1,0.41,-7.02
ORD01172,2023-07-07,CUST3755,Home Office,Office Supplies,Binders,Surat,Gujarat,West,427.64,2,0.52,-106.9
ORD00078,2023-07-07,CUST7389,Corporate,Technology,Copiers,Mysuru,Karnataka,South,9279.01,1,0.08,2723.19
ORD00359,2023-07-08,CUST7383,Home Office,Furniture,Tables,Panaji,Goa,West,6522.23,1,0.13,1274.46
ORD00033,2023-07-09,CUST9856,Consumer,Office Supplies,Paper,Bhubaneswar,Odisha,East,443.24,1,0.18,118.92
ORD00429,2023-07-09,CUST9791,Home Office,Office Supplies,Art,Kochi,Kerala,South,548.12,1,0.03,209.08
ORD00145,2023-07-09,CUST5901,Home Office,Technology,Accessories,Cuttack,Odisha,East,23423.46,2,0.04,7563.82
ORD00519,2023-07-09,CUST3679,Corporate,Technology,Copiers,Margao,Goa,West,10863.21,1,0.03,3583.74
ORD00324,2023-07-09,CUST6224,Consumer,Technology,Accessories,Siliguri,West Bengal,East,9477.65,1,0.26,1152.68
ORD00521,2023-07-10,CUST5408,Consumer,Technology,Accessories,Vadodara,Gujarat,West,11057.62,1,0.08,3245.17
ORD00289,2023-07-10,CUST5480,Home Office,Technology,Copiers,Bhilai,Chhattisgarh,Central,60533.76,8,0.21,10727.5
ORD00021,2023-07-11,CUST6947,Consumer,Furniture,Bookcases,Raipur,Chhattisgarh,Central,15979.73,3,0.33,-715.51
ORD00269,2023-07-11,CUST8648,Home Office,Office Supplies,Storage,Surat,Gujarat,West,469.94,1,0.1,156.65
ORD00718,2023-07-11,CUST5049,Corporate,Office Supplies,Binders,Siliguri,West Bengal,East,2349.6,5,0.11,765.6
ORD00425,2023-07-11,CUST1197,Home Office,Office Supplies,Binders,Panaji,Goa,West,414.3,1,0.06,149.85
ORD00778,2023-07-13,CUST6118,Corporate,Technology,Accessories,Chennai,Tamil Nadu,South,54734.9,4,0.14,13365.5
ORD00976,2023-07-13,CUST8144,Home Office,Office Supplies,Binders,Noida,Uttar Pradesh,Central,566.32,1,0.12,180.19
ORD00484,2023-07-13,CUST6500,Consumer,Furniture,Tables,Gwalior,Madhya Pradesh,Central,6949.05,1,0.01,2035.58
ORD00667,2023-07-14,CUST9294,Corporate,Office Supplies,Art,Patna,Bihar,East,1843.42,3,0.07,654.11
ORD00668,2023-07-14,CUST5222,Home Office,Furniture,Bookcases,Raipur,Chhattisgarh,Central,15891.35,2,0.08,3800.11
